undefined21-04-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo, USD, EUR,ubeswap, USD, EUR,bitcoin,6856.456278354705USD,6310.620650491164EUR,moola-market, USD, EUR,mobius,0.0032698282212558767USD,0.0030095891327825614EUR,weth,171.45641642665788USD,157.80694257134806EUR,wrapped-bitcoin,6853.868348285219USD,6308.238742946588EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5347904942320182USD,0.4922275883770804EUR,truefeedbackchain,0.00011420291957614201USD,0.00010511373761291604EUR,premio, USD, EUR,usd-coin,0.9997959263158033USD,0.9202031724177283EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,3.419880359487937USD,3.1476271039494614EUR,saber, USD, EUR,fantom,0.0030190032823973283USD,0.002778663450088959EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,15.027804337444612USD,13.831455861944999EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
01-12-2020,celo-euro, USD, EUR,celo-dollar,0.9968105908415882USD,0.8349953371984976EUR,celo,1.8271108887593166USD,1.5304757817474648EUR,ubeswap, USD, EUR,bitcoin,19609.52143957559USD,16425.876414817623EUR,moola-market, USD, EUR,mobius,0.007556379615499169USD,0.006333251116277176EUR,weth,613.4091742512446USD,513.8209679932053EUR,wrapped-bitcoin,19621.130904874317USD,16435.60106020612EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.9652469851002097USD,1.6462225462679432EUR,truefeedbackchain,0.0010583745054999507USD,0.0008865452877830233EUR,premio, USD, EUR,usd-coin,0.996558034366188USD,0.8347648443707665EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,12.28764092821551USD,10.292717848237839EUR,saber, USD, EUR,fantom,0.020838416022175985USD,0.017455257504143624EUR,avalanche-2,3.675294845817628USD,3.0786033770094368EUR,wmatic, USD, EUR,binancecoin,31.24495320461204USD,26.172272561936882EUR,aave,75.90579488998152USD,63.58233727800327EUR,curve-dao-token,0.6726614690506095USD,0.5634535342273035EUR,celostarter, USD, EUR,sushi,1.5684390269686421USD,1.3137998140622258EUR,moola-celo-atoken, USD, EUR,
02-12-2020,celo-euro, USD, EUR,celo-dollar,1.0028836098035536USD,0.8307035372544292EUR,celo,1.8602770640143125USD,1.5409400429285476EUR,ubeswap, USD, EUR,bitcoin,18857.417371118165USD,15619.881669757768EUR,moola-market, USD, EUR,mobius,0.00726891131156762USD,0.00602187142477771EUR,weth,591.0798563930268USD,489.6003112481894EUR,wrapped-bitcoin,18853.54091744775USD,15616.670745035728EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.9821155844306726USD,1.6418160703176923EUR,truefeedbackchain,0.0010428441920583697USD,0.0008638285152054356EUR,premio, USD, EUR,usd-coin,1.0013830743492949USD,0.8294606212296353EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,11.804445528546879USD,9.778082604670967EUR,saber, USD, EUR,fantom,0.020515124761220072USD,0.016993477929584225EUR,avalanche-2,3.567487254757791USD,2.9550032054247044EUR,wmatic, USD, EUR,binancecoin,30.13356223771369USD,24.960804810425454EUR,aave,74.80793597234688USD,61.96453548493444EUR,curve-dao-token,0.6818967836722599USD,0.5648253343674889EUR,celostarter, USD, EUR,sushi,1.9572198159049476USD,1.6211945318113048EUR,moola-celo-atoken, USD, EUR,
03-12-2020,celo-euro, USD, EUR,celo-dollar,0.9965430355513999USD,0.8226004348680456EUR,celo,1.8402390162954647USD,1.5189332840502754EUR,ubeswap, USD, EUR,bitcoin,19208.398191994624USD,15854.611867672349EUR,moola-market, USD, EUR,mobius,0.0077095574229334414USD,0.0063647793216511745EUR,weth,600.0390073743739USD,495.29439813007986EUR,wrapped-bitcoin,19179.199333639866USD,15830.511129986333EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,2.1173819608613713USD,1.7476870704949756EUR,truefeedbackchain,0.0010158741626177983USD,0.0008385604386520016EUR,premio, USD, EUR,usd-coin,0.9998729074002953USD,0.8252950977682036EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,11.978358834207476USD,9.887380581031742EUR,saber, USD, EUR,fantom,0.02259502654001523USD,0.018649934906128558EUR,avalanche-2,3.759990960267427USD,3.103496538604734EUR,wmatic, USD, EUR,binancecoin,30.28595059031463USD,24.998023617245693EUR,aave,86.75431730195366USD,71.6070135010325EUR,curve-dao-token,0.8036698928971876USD,0.6633491295973386EUR,celostarter, USD, EUR,sushi,2.187046428265219USD,1.8051881218901111EUR,moola-celo-atoken, USD, EUR,
04-12-2020,celo-euro, USD, EUR,celo-dollar,1.000020859661102USD,0.8233101736129675EUR,celo,1.8338390602560497USD,1.5097611876885393EUR,ubeswap, USD, EUR,bitcoin,19435.20484740911USD,16000.596011570113EUR,moola-market, USD, EUR,mobius,0.007119425901380302USD,0.005860647327183166EUR,weth,617.5602769927328USD,508.4244072822998EUR,wrapped-bitcoin,19436.588522004316USD,16001.735161807166EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,2.0967513186152114USD,1.7265321317899625EUR,truefeedbackchain,0.0009809541336622957USD,0.0008075989382073605EUR,premio, USD, EUR,usd-coin,0.9992397110568969USD,0.8226530700792097EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,12.357114586808635USD,10.17335293991322EUR,saber, USD, EUR,fantom,0.022880293068876584USD,0.01883686479745163EUR,avalanche-2,3.8179467481668072USD,3.143235380884016EUR,wmatic, USD, EUR,binancecoin,30.651721259347816USD,25.239608140027357EUR,aave,91.34843597526516USD,75.21922533198443EUR,curve-dao-token,0.8317552494208227USD,0.684766629987925EUR,celostarter, USD, EUR,sushi,2.133723211503135USD,1.7569759714944468EUR,moola-celo-atoken, USD, EUR,
05-12-2020,celo-euro, USD, EUR,celo-dollar,1.0027932269947872USD,0.8273535491388241EUR,celo,1.7664418523890906USD,1.4574010838717668EUR,ubeswap, USD, EUR,bitcoin,18711.226549886927USD,15434.42300033802EUR,moola-market, USD, EUR,mobius,0.006887525321275295USD,0.0056825458787928326EUR,weth,571.6145691610899USD,471.6100286717856EUR,wrapped-bitcoin,18730.67534047705USD,15450.46582147601EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.858485553374542USD,1.5333416473261123EUR,truefeedbackchain,0.0009776772403561867USD,0.0008066316294786315EUR,premio, USD, EUR,usd-coin,0.9996582380884946USD,0.8247670296766745EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,11.442926690061459USD,9.440975222708516EUR,saber, USD, EUR,fantom,0.02101498871237736USD,0.017338395422158138EUR,avalanche-2,3.56284745212329USD,2.9395237275268684EUR,wmatic, USD, EUR,binancecoin,29.155130399136517USD,24.054411180677057EUR,aave,81.62929191559537USD,67.3481656656697EUR,curve-dao-token,0.687856450544113USD,0.5675152766649699EUR,celostarter, USD, EUR,sushi,1.9135950227046754USD,1.5788096598874697EUR,moola-celo-atoken, USD, EUR,
06-12-2020,celo-euro, USD, EUR,celo-dollar,1.0030993398160946USD,0.8274315679308EUR,celo,1.8060486800785405USD,1.4897644049797893EUR,ubeswap, USD, EUR,bitcoin,19139.111575237486USD,15787.374660624046EUR,moola-market, USD, EUR,mobius,0.006945075589027194USD,0.005728819226498819EUR,weth,595.0039481295261USD,490.8038817133418EUR,wrapped-bitcoin,19137.40356376695USD,15785.965764662209EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.9786603345404USD,1.632147443454016EUR,truefeedbackchain,0.0010383008994235554USD,0.000856468454412005EUR,premio, USD, EUR,usd-coin,1.0009416151229398USD,0.8256517147745367EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,11.92719737679705USD,9.838446936185465EUR,saber, USD, EUR,fantom,0.02242511130815505USD,0.01849791369031434EUR,avalanche-2,3.634295330337526USD,2.9978393606121734EUR,wmatic, USD, EUR,binancecoin,29.723248921747913USD,24.51796495432686EUR,aave,91.90316690030038USD,75.80862479688544EUR,curve-dao-token,0.740169104824227USD,0.6105469903418856EUR,celostarter, USD, EUR,sushi,2.3152109560491145USD,1.9097596373710075EUR,moola-celo-atoken, USD, EUR,
07-12-2020,celo-euro, USD, EUR,celo-dollar,0.9997137807654611USD,0.8243249947817529EUR,celo,1.7911911108620806USD,1.477592953554571EUR,ubeswap, USD, EUR,bitcoin,19325.55411859109USD,15942.074754616388EUR,moola-market, USD, EUR,mobius,0.007292427190069788USD,0.006015683622486757EUR,weth,602.1389749079457USD,496.7176874590119EUR,wrapped-bitcoin,19333.087379451423USD,15948.289107231845EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.851301551500301USD,1.5271793784667334EUR,truefeedbackchain,0.0010337832364076453USD,0.0008527905349438712EUR,premio, USD, EUR,usd-coin,0.9995793806299861USD,0.8245750218280504EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,12.044521284565834USD,9.935790587106608EUR,saber, USD, EUR,fantom,0.02191640276443332USD,0.018079322801241887EUR,avalanche-2,3.5953341401471794USD,2.9658702295584956EUR,wmatic, USD, EUR,binancecoin,29.486254405064596USD,24.323859956334676EUR,aave,87.89317636076323USD,72.50501482987362EUR,curve-dao-token,0.7031959663531613USD,0.580081822955982EUR,celostarter, USD, EUR,sushi,2.1815232980676074USD,1.7995865620885252EUR,moola-celo-atoken, USD, EUR,
08-12-2020,celo-euro, USD, EUR,celo-dollar,1.0006835257806517USD,0.826401480880117EUR,celo,1.7811807395836354USD,1.470530350335073EUR,ubeswap, USD, EUR,bitcoin,19198.806493935343USD,15850.227460489148EUR,moola-market, USD, EUR,mobius,0.006915193830334152USD,0.005709135619967066EUR,weth,592.7476521441307USD,489.36297764776197EUR,wrapped-bitcoin,19187.188063923535USD,15840.808155258823EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.8306335885715757USD,1.511358276289573EUR,truefeedbackchain,0.0010629646716269249USD,0.0008775761921424878EUR,premio, USD, EUR,usd-coin,1.0001278908290332USD,0.825698585773214EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,11.863137729294557USD,9.79412346734152EUR,saber, USD, EUR,fantom,0.02172658832384244USD,0.017937123694751218EUR,avalanche-2,3.3816963156921664USD,2.791904806361243EUR,wmatic, USD, EUR,binancecoin,29.354914757958692USD,24.235212139767395EUR,aave,90.85392083063093USD,75.00836106032311EUR,curve-dao-token,0.7079423383654805USD,0.5844722389581721EUR,celostarter, USD, EUR,sushi,2.4255101892759017USD,2.0024842336948603EUR,moola-celo-atoken, USD, EUR,
09-12-2020,celo-euro, USD, EUR,celo-dollar,1.0027082727534413USD,0.8282400414191641EUR,celo,1.678142613104529USD,1.3861390858538933EUR,ubeswap, USD, EUR,bitcoin,18336.514581297808USD,15143.962364062603EUR,moola-market, USD, EUR,mobius,0.006507867563302779USD,0.005374789249723687EUR,weth,554.591084205353USD,458.090017189286EUR,wrapped-bitcoin,18318.65170351989USD,15129.209574071752EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.6703686172523906USD,1.3797177963760094EUR,truefeedbackchain,0.0008977174197264014USD,0.0007415109978243283EUR,premio, USD, EUR,usd-coin,1.0000134471797717USD,0.8259021059047492EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,11.135922333590122USD,9.197804138807458EUR,saber, USD, EUR,fantom,0.01908614103841016USD,0.015763072108353614EUR,avalanche-2,3.1374667910891123USD,2.591535019572432EUR,wmatic, USD, EUR,binancecoin,27.667851740939597USD,22.850629742176306EUR,aave,80.02686599187732USD,66.09346838089758EUR,curve-dao-token,0.6056883475958207USD,0.5002325550842591EUR,celostarter, USD, EUR,sushi,2.121546905032378USD,1.7521664949440965EUR,moola-celo-atoken, USD, EUR,
10-12-2020,celo-euro, USD, EUR,celo-dollar,0.9988415683043307USD,0.8270438150806904EUR,celo,1.674515573061666USD,1.386331442937749EUR,ubeswap, USD, EUR,bitcoin,18564.986455688137USD,15371.864480269156EUR,moola-market, USD, EUR,mobius,0.007470994396480356USD,0.00618518396388532EUR,weth,573.6585751001218USD,474.99102115862485EUR,wrapped-bitcoin,18542.154196756477USD,15352.959301376968EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.664937350328642USD,1.3785731208841627EUR,truefeedbackchain,0.0009397105847165422USD,0.0007780831832770507EUR,premio, USD, EUR,usd-coin,1.0003104004662084USD,0.8282600125172227EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,11.491742454983228USD,9.515197227953486EUR,saber, USD, EUR,fantom,0.01967600108545431USD,0.01629178792675938EUR,avalanche-2,3.2748796137271183USD,2.7116101448048875EUR,wmatic, USD, EUR,binancecoin,28.195810636033865USD,23.34621579406797EUR,aave,84.40152391641126USD,69.88471500736009EUR,curve-dao-token,0.6341219965579571USD,0.5250549155159767EUR,celostarter, USD, EUR,sushi,2.231696498020479USD,1.8478513954504454EUR,moola-celo-atoken, USD, EUR,
11-12-2020,celo-euro, USD, EUR,celo-dollar,1.0015112539642268USD,0.8247565357745876EUR,celo,1.6385899813396176USD,1.3493001973140686EUR,ubeswap, USD, EUR,bitcoin,18262.058384653155USD,15037.928500959382EUR,moola-market, USD, EUR,mobius,0.0075733685857522276USD,0.006236759910789962EUR,weth,560.4261785133523USD,461.48405754917553EUR,wrapped-bitcoin,18256.897986371303USD,15033.679160673397EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.5765078909674242USD,1.298178575832905EUR,truefeedbackchain,0.0009367569515838157USD,0.0007713743852955984EUR,premio, USD, EUR,usd-coin,1.0003512371162155USD,0.8238012479800503EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,11.212248933283558USD,9.232748808610184EUR,saber, USD, EUR,fantom,0.020014372816387453USD,0.01648087532439985EUR,avalanche-2,3.1586794578042996USD,2.601210437655338EUR,wmatic, USD, EUR,binancecoin,27.69850463380029USD,22.808389037712182EUR,aave,76.84185657350073USD,63.2755804791625EUR,curve-dao-token,0.6018472159978147USD,0.49559229370783164EUR,celostarter, USD, EUR,sushi,2.1630658492621726USD,1.7811808997066312EUR,moola-celo-atoken, USD, EUR,
12-12-2020,celo-euro, USD, EUR,celo-dollar,1.0006481751376342USD,0.8261901690432603EUR,celo,1.622241301692502USD,1.339411641948926EUR,ubeswap, USD, EUR,bitcoin,18058.027339569555USD,14909.700563052313EUR,moola-market, USD, EUR,mobius,0.007306023592177046USD,0.006032254908998917EUR,weth,545.5246135472416USD,450.4189434706414EUR,wrapped-bitcoin,18067.175629799996USD,14917.253894622525EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.4496692801969542USD,1.196926689541019EUR,truefeedbackchain,0.0007926062296380751USD,0.0006544192965318252EUR,premio, USD, EUR,usd-coin,1.0000524170749365USD,0.8256982784200071EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,10.929185265771835USD,9.023736460610843EUR,saber, USD, EUR,fantom,0.018461698126966786USD,0.015242993367020816EUR,avalanche-2,3.2531835970191407USD,2.6860073027968405EUR,wmatic, USD, EUR,binancecoin,27.38615040178182USD,22.611512009983223EUR,aave,75.00941490888397USD,61.93189846659464EUR,curve-dao-token,0.5613092311512714USD,0.4634477732462041EUR,celostarter, USD, EUR,sushi,1.939684476296973USD,1.601510186276981EUR,moola-celo-atoken, USD, EUR,
13-12-2020,celo-euro, USD, EUR,celo-dollar,1.001479109061075USD,0.8268762337918224EUR,celo,1.6467070341071102USD,1.359611896245703EUR,ubeswap, USD, EUR,bitcoin,18807.09540322016USD,15528.172355145709EUR,moola-market, USD, EUR,mobius,0.0069995965052850615USD,0.005779251852571158EUR,weth,568.4767052283288USD,469.3656340552982EUR,wrapped-bitcoin,18805.997014745346USD,15527.265465209646EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.4908497129487033USD,1.230927519744659EUR,truefeedbackchain,0.000847677131253845USD,0.0006998888618053916EUR,premio, USD, EUR,usd-coin,0.9996192735551841USD,0.8253406513072096EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,11.387309729003713USD,9.401989214300608EUR,saber, USD, EUR,fantom,0.019102322979977715USD,0.01577192848003358EUR,avalanche-2,3.3401362124739924USD,2.7578001645102277EUR,wmatic, USD, EUR,binancecoin,28.159466955082408USD,23.250004688798683EUR,aave,77.88268317432907USD,64.304226776301EUR,curve-dao-token,0.5921039332283902USD,0.4888735729896889EUR,celostarter, USD, EUR,sushi,2.1464177223514787USD,1.772200524548119EUR,moola-celo-atoken, USD, EUR,
14-12-2020,celo-euro, USD, EUR,celo-dollar,0.9980801348013365USD,0.8225198352500499EUR,celo,1.698744258619005USD,1.399938541016437EUR,ubeswap, USD, EUR,bitcoin,19151.13442340493USD,15782.488180596785EUR,moola-market, USD, EUR,mobius,0.0066564952434085825USD,0.005485631043083491EUR,weth,590.7941263596462USD,486.87462112123643EUR,wrapped-bitcoin,19167.79322663167USD,15796.21673365359EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.5665711036119USD,1.2910143796287723EUR,truefeedbackchain,0.0008660455615450864USD,0.0007137817611420378EUR,premio, USD, EUR,usd-coin,1.000654591850414USD,0.8246414504531085EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,11.82578009488777USD,9.745649027757187EUR,saber, USD, EUR,fantom,0.019828936693866053USD,0.016342712189034013EUR,avalanche-2,3.3227025797264873USD,2.7382458413577537EUR,wmatic, USD, EUR,binancecoin,29.050455885619403USD,23.94053879625069EUR,aave,83.52828425311657USD,68.83582610956161EUR,curve-dao-token,0.6152610023410526USD,0.507088889214461EUR,celostarter, USD, EUR,sushi,2.3838390867521637USD,1.964526559070624EUR,moola-celo-atoken, USD, EUR,
15-12-2020,celo-euro, USD, EUR,celo-dollar,0.9998756254332327USD,0.8231406095085322EUR,celo,1.6896427805498169USD,1.3908243858812366EUR,ubeswap, USD, EUR,bitcoin,19259.97047153096USD,15853.786913729256EUR,moola-market, USD, EUR,mobius,0.006894705893239537USD,0.0056753564719024315EUR,weth,585.888198140093USD,482.27211263442297EUR,wrapped-bitcoin,19269.39230279524USD,15861.542465868986EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.5904572145316247USD,1.3091800847700599EUR,truefeedbackchain,0.000907900061492095USD,0.0007473352119170316EUR,premio, USD, EUR,usd-coin,0.9989771380061672USD,0.8223050342183603EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,11.727481373743778USD,9.65344111035304EUR,saber, USD, EUR,fantom,0.020971569925760467USD,0.017265516031619996EUR,avalanche-2,3.136320655695538USD,2.5816529387738085EUR,wmatic, USD, EUR,binancecoin,29.970133365239445USD,24.66982536919669EUR,aave,86.17848157922091USD,70.93755857649077EUR,curve-dao-token,0.637993351632875USD,0.5251623134165458EUR,celostarter, USD, EUR,sushi,2.5502567181730025USD,2.099580451450895EUR,moola-celo-atoken, USD, EUR,
16-12-2020,celo-euro, USD, EUR,celo-dollar,0.9998459691010366USD,0.8226252707698152EUR,celo,1.6567661631222401USD,1.3630215224006663EUR,ubeswap, USD, EUR,bitcoin,19432.362456862407USD,15987.004593260697EUR,moola-market, USD, EUR,mobius,0.006445195542897723USD,0.005302462373141955EUR,weth,589.5119582425893USD,484.99148804617727EUR,wrapped-bitcoin,19435.202086123376USD,15989.340756253672EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.7529676467046862USD,1.4421664829439425EUR,truefeedbackchain,0.0008248467019217238USD,0.0006786013816710009EUR,premio, USD, EUR,usd-coin,1.000058109016203USD,0.8227478062876299EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,11.790940577867124USD,9.700406813411288EUR,saber, USD, EUR,fantom,0.020973514879084658USD,0.01725491069102294EUR,avalanche-2,3.296625986181793USD,2.7121341988317558EUR,wmatic, USD, EUR,binancecoin,29.52575816379816USD,24.2908412413567EUR,aave,87.03986623024156USD,71.60769794761958EUR,curve-dao-token,0.629843830800515USD,0.5181725195995827EUR,celostarter, USD, EUR,sushi,2.738022693044251USD,2.252571269567501EUR,moola-celo-atoken, USD, EUR,
17-12-2020,celo-euro, USD, EUR,celo-dollar,0.9955865279975739USD,0.8163202221798013EUR,celo,1.6686531662601092USD,1.3681938084901444EUR,ubeswap, USD, EUR,bitcoin,21317.66213678684USD,17479.182574774823EUR,moola-market, USD, EUR,mobius,0.0066332933747230115USD,0.005438895936377029EUR,weth,636.4390057850449USD,521.8163408431575EUR,wrapped-bitcoin,21317.548559662813USD,17479.089448461327EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.779209478837656USD,1.4588432408686656EUR,truefeedbackchain,0.0009291839871441773USD,0.0007618741892350078EUR,premio, USD, EUR,usd-coin,0.9976351588813638USD,0.8179999745380246EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,12.697718843884418USD,10.413399223869613EUR,saber, USD, EUR,fantom,0.020860470204327745USD,0.017104313078866246EUR,avalanche-2,3.3415414550250753USD,2.739729838975065EUR,wmatic, USD, EUR,binancecoin,30.447252032239604USD,24.96488938406245EUR,aave,87.17333337515703USD,71.4768157942927EUR,curve-dao-token,0.6483088343157647USD,0.5315736973000326EUR,celostarter, USD, EUR,sushi,2.8410795064150487USD,2.329511889410443EUR,moola-celo-atoken, USD, EUR,
18-12-2020,celo-euro, USD, EUR,celo-dollar,0.9986913613617651USD,0.8143608994125033EUR,celo,1.6593707797980977USD,1.3530973962292066EUR,ubeswap, USD, EUR,bitcoin,22805.65580598891USD,18596.370302565916EUR,moola-market, USD, EUR,mobius,0.006910476914535323USD,0.005634996369465706EUR,weth,644.4107999657618USD,525.4706097944825EUR,wrapped-bitcoin,22805.156348458502USD,18595.963030910865EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,1.677764317256101USD,1.3680960016915114EUR,truefeedbackchain,0.000891177177904857USD,0.0007266908238246013EUR,premio, USD, EUR,usd-coin,1.0007322637431975USD,0.815972069549607EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,12.892209177678799USD,10.512668345336294EUR,saber, USD, EUR,fantom,0.019600336030900924USD,0.015982662809005517EUR,avalanche-2,3.211690680339498USD,2.6189025080878747EUR,wmatic, USD, EUR,binancecoin,30.151922995708784USD,24.58512421262597EUR,aave,85.0432601095709USD,69.34665550462734EUR,curve-dao-token,0.6547571379093629USD,0.5339073034511572EUR,celostarter, USD, EUR,sushi,2.681942310341384USD,2.1869308542370596EUR,moola-celo-atoken, USD, EUR,
